At_Ismi;Toplam;Birinci;Ikinci;Ucuncu;Kazanma_Yuzde;Ilk3_Yuzde
CEVATHAN KG K;1;0;0;0;0.0;0.0
SARI ÖMER KG K DB GKR;1;0;0;0;0.0;0.0
TAKİPSİZ KG DB SK (Koşmaz);1;0;0;0;0.0;0.0
TINASINOĞLU KG K DB (Koşmaz);1;0;0;0;0.0;0.0
FEARLESS DRAGON KG K DB;1;1;0;0;100.0;100.0
CHEROKEE KG K DB;1;0;1;0;0.0;100.0
YOU GOT THIS KG DB SK;1;0;0;1;0.0;100.0
CANFEDA GÜÇLÜBEY KG DB SK;1;0;0;0;0.0;0.0
SİHİRLİ JOVANKA KG DB SK;1;0;0;0;0.0;0.0
SECRET LION KG K DB;1;0;0;0;0.0;0.0
HIGH GROUND K SKG;1;0;0;0;0.0;0.0
GECE İZ KG K DB;1;0;0;0;0.0;0.0
YAĞIZ BİKE KG K DB;1;1;0;0;100.0;100.0
MR FIX KG DB;1;0;1;0;0.0;100.0
YILMAKENAN DB SK;1;0;0;1;0.0;100.0
REBEL MOON KG K;1;0;0;0;0.0;0.0
KIND REGARDS K DB;1;0;0;0;0.0;0.0
VICTORY OR DEATH KG DB SK;1;0;0;0;0.0;0.0
SHAERA K DB;1;0;0;0;0.0;0.0
LEONETTA KG K DB;1;0;0;0;0.0;0.0
ZEKİ REİS KG DB SK;1;0;0;0;0.0;0.0
MYBOYAKIN KG K DB;1;0;0;0;0.0;0.0
MISS HARD KG K DB;1;0;0;0;0.0;0.0
ROYAL BENGAL TIGER K DB;1;0;0;0;0.0;0.0
BATTLE STAR KG DB SK;1;0;0;0;0.0;0.0
BLACK BLAZE KG DB;1;0;0;0;0.0;0.0
PROND OF YOU SKG SK (Koşmaz);1;0;0;0;0.0;0.0
LUPIN K DB (Koşmaz);1;0;0;0;0.0;0.0
BİÇERGİLLER KG K DB;1;1;0;0;100.0;100.0
DEMİRYİĞİT KG DB SK;1;0;1;0;0.0;100.0
ÇUKUROVA EFESİ KG DB SK;1;0;0;1;0.0;100.0
ÜNSALBEYİM KG DB SK;1;0;0;0;0.0;0.0
DERMANCAN KG DB SK;1;0;0;0;0.0;0.0
BAY UTKU KG DB SK;1;0;0;0;0.0;0.0
SULTANBEŞİR SKG;1;0;0;0;0.0;0.0
SANCAR EFESİ KG SK;1;0;0;0;0.0;0.0
ALTIN DOST KG K DB;1;0;0;0;0.0;0.0
BAŞ AKTÖR DB SKG SK;1;0;0;0;0.0;0.0
DILDA KG SK;1;0;0;0;0.0;0.0
ARİFREİS;1;0;0;0;0.0;0.0
ECEDURU DB SK;1;0;0;0;0.0;0.0
TATLIÇAĞ KG DB SK;1;0;0;0;0.0;0.0
HOŞ ESİNTİ SK;1;0;0;0;0.0;0.0
CAN DENİZİM KG K (Koşmaz);1;0;0;0;0.0;0.0
TEKÖMER KG DB SK (Koşmaz);1;0;0;0;0.0;0.0
TOLSTOY KG DB SK (Koşmaz);1;0;0;0;0.0;0.0
ESRABO KG DB (Koşmaz);1;0;0;0;0.0;0.0
TAYKUTUN OĞLU KG DB (Koşmaz);1;0;0;0;0.0;0.0
HEYHAT KG K SK;1;1;0;0;100.0;100.0
CİHAT BEY KG;1;0;1;0;0.0;100.0
METSO KG SK;1;0;0;1;0.0;100.0
OBAĞAÇ KG K;1;0;0;0;0.0;0.0
TAŞKIN KRAL SK;1;0;0;0;0.0;0.0
SERÇE KIZI KG SK;1;0;0;0;0.0;0.0
ÜÇKONAKLI KG DB SK;1;0;0;0;0.0;0.0
SÜPEROĞLAN KG;1;0;0;0;0.0;0.0
HAYDİ BİTANEM SK;1;0;0;0;0.0;0.0
MÜTEVAZİ KIZ KG SK;1;0;0;0;0.0;0.0
ASLANLI OVA K;1;0;0;0;0.0;0.0
İSKENDEROVA KG K GKR;1;0;0;0;0.0;0.0
GÖKTUĞBABA KG SK;1;0;0;0;0.0;0.0
ALCANBERK KG K (Koşmaz);1;0;0;0;0.0;0.0
SERÜVENTAY KG K (Koşmaz);1;0;0;0;0.0;0.0
FAST PILOT DB SK;1;1;0;0;100.0;100.0
İSEN BUGA KG K DB;1;0;1;0;0.0;100.0
ÇEVİK VAKTİ SKG SK;1;0;0;1;0.0;100.0
BERHUDAR DB SK;1;0;0;0;0.0;0.0
DREAM ON KG DB SK;1;0;0;0;0.0;0.0
CHILLI CHARLIE DB SK;1;0;0;0;0.0;0.0
QUEIMADA GRANDE SKG SK;1;0;0;0;0.0;0.0
CHILO SK;1;0;0;0;0.0;0.0
FINALE DUTY KG DB SK;1;0;0;0;0.0;0.0
TAM TIME KG SK;1;1;0;0;100.0;100.0
LION ICARDI SK;1;0;1;0;0.0;100.0
NOBLE STORM KG K;1;0;0;1;0.0;100.0
MY BLACK QUEEN KG K;1;0;0;0;0.0;0.0
BY MUTLU KG K;1;0;0;0;0.0;0.0
KING OF TIME KG DB SK;1;0;0;0;0.0;0.0
KENJI KG DB SK;1;0;0;0;0.0;0.0
MASTER OF RACE DB SK;1;1;0;0;100.0;100.0
VICTORY WALTZ DB SKG SK;1;0;1;0;0.0;100.0
KIZIL ORMAN SK;1;0;0;1;0.0;100.0
THRACE FEVER KG K DB;1;0;0;0;0.0;0.0
BOTANİK BEBEK KG DB SK;1;0;0;0;0.0;0.0
ARASIN ASLANI KG DB SK;1;0;0;0;0.0;0.0
KİNG EDDİE KG DB SK;1;0;0;0;0.0;0.0
MİA STAR DB SK;1;0;0;0;0.0;0.0
PRİNCESA ADA DB SK;1;0;0;0;0.0;0.0
YARIŞ KRALİÇESİ KG K;1;1;0;0;100.0;100.0
HÜRŞAFAK KG K;1;0;1;0;0.0;100.0
DERTSAÇANKIZ KG K;1;0;0;1;0.0;100.0
URFA BEYİ KG SK;1;0;0;0;0.0;0.0
BÜYÜK DESTAN KG SK;1;0;0;0;0.0;0.0
ARKANBERK;1;0;0;0;0.0;0.0
KATI YÜREKLİ DB SK;1;0;0;0;0.0;0.0
KAĞANPU KG K;1;0;0;0;0.0;0.0
KIZIM DAMLA KG K DB;1;0;0;0;0.0;0.0
ENDER ŞOVALYE KG K;1;0;0;0;0.0;0.0
İZGİOĞLU KG K;1;0;0;0;0.0;0.0
SAKAROĞLU KG SK;1;0;0;0;0.0;0.0
GÖKAYKIZ KG K;1;0;0;0;0.0;0.0
KOYUNEVİ ASLANI SKG SK;1;0;0;0;0.0;0.0
YÜKENOĞLU KG K DB;1;0;0;0;0.0;0.0
MANDRAKE SK;1;1;0;0;100.0;100.0
HARDOX KG K DB;1;0;1;0;0.0;100.0
FIRE OF TYGAR KG K DB;1;0;0;1;0.0;100.0
LION TOMO DB;1;0;0;0;0.0;0.0
CALVADOS KG SK;1;0;0;0;0.0;0.0
SERCAN BEY K;1;0;0;0;0.0;0.0
BOZARSLAN KG SK;1;1;0;0;100.0;100.0
TAŞAN DB ÖG;1;0;1;0;0.0;100.0
KUMBEY KG K;1;0;0;1;0.0;100.0
CEVAHİRKAN KG SK;1;0;0;0;0.0;0.0
EDİZBARIŞ KG DB GKR;1;0;0;0;0.0;0.0
SEÇERHAN KG SK;1;0;0;0;0.0;0.0
ABBAS BEY KG K DB;1;0;0;0;0.0;0.0
TAÇYİĞİT KG DB SK;1;0;0;0;0.0;0.0
AŞKARTAY KG DB;1;0;0;0;0.0;0.0
KENT RÜZGARI KG SK ÖG;1;0;0;0;0.0;0.0
END GAME KG K DB;1;0;0;0;0.0;0.0
TURAN YILDIZI SK;1;0;0;0;0.0;0.0
GÜRGÖKBEY KG DB SK;1;1;0;0;100.0;100.0
HOPDEDİK KG K;1;0;1;0;0.0;100.0
ERİŞMİŞ KG GKR;1;0;0;1;0.0;100.0
DELİ UMUT KG DB SK;1;0;0;0;0.0;0.0
ZİDAN KG SK;1;0;0;0;0.0;0.0
DORUKBATUR KG K;1;0;0;0;0.0;0.0
ALŞUBATHAN KG DB SK;1;0;0;0;0.0;0.0
BOĞAZİÇİ BEYİ KG;1;0;0;0;0.0;0.0
CANEYMEN KG;1;0;0;0;0.0;0.0
ZAFER YAĞMURU KG DB SK;1;0;0;0;0.0;0.0
AĞILMUS ASLANI KG K;1;1;0;0;100.0;100.0
SAVAŞÇI K;1;0;1;0;0.0;100.0
KÜÇÜK AZAT KG K;1;0;0;1;0.0;100.0
ÜNAL GÖZ KG K;1;0;0;0;0.0;0.0
SOYKAN GÜZELİ KG SK;1;0;0;0;0.0;0.0
PARSIBEY;1;0;0;0;0.0;0.0
UĞURLU BEBEK KG K DB;1;0;0;0;0.0;0.0
AYDAKAREN DB SK;1;0;0;0;0.0;0.0
AKİFBERK SK;1;0;0;0;0.0;0.0
REKOR TAY KG K;1;0;0;0;0.0;0.0
YALIN ATEŞ KG SK;1;0;0;0;0.0;0.0
TAMAMMI DEVAMMI KG;1;0;0;0;0.0;0.0
GÖHERBEYİ KG K;1;0;0;0;0.0;0.0
DENİZAĞA KG (Koşmaz);1;0;0;0;0.0;0.0
MUŞUN GÜLÜ KG DB SK (Koşmaz);1;0;0;0;0.0;0.0
